label,text
0,Milwaukee Wisconsin The Third Weekend In July Every Year 
0,Thanks for the kind words in a pm 
0,Are those Greek and Albanians considered white 
0,WE had lots of good times and parties too  but we also had a gourmet chef  tutors  massage thereapist  and a library of extra liturature from teaches such as copies of the upcoming tests  etc 
0,I work downtown Montreal but live off the island out in the country 
0,I wonder if the mex will steal them this year 
0,We went  feet to floor   I wound up on top  secured his right arm and got him in a  rolling armbar  
0,attack hi im new at this so if u want to talk to me let me know i would like to get to know u if u dont mind my name is bill
0,its all BS anyway 
0,This was just on the news  Apparently the negro left a cigarette butt behind at the other house he attempted to break in to complete with his DNA 
0,YouTube  Broadcast Yourself 
1,The child s mother has been arrested no need to post that ugly face  httpjacksonvillecomnewscrime20101013storylawdisordermissingtoddlerfoundgymbag
0,The Rbenach and Rodendorf families 
1,Its a failure of the irish to dont have a strong right radical party of their own 
0,This is a great resource  but they have practically no proWhite books in their library 
0,If someone on that bus was carrying a piece  they could ve taken care of that savage before he managed to stab the victim 5060 times 
0,I would very much like to comment on this topic but I seriously doubt that I can manage to do so in fewer than five pages 
0,the school board is completely blinded to the events that go on with their schools  i contacted them about the boy with the knife n they were never even informed of the situation nor were the authorities called  eventhough that is what the school policy requires in such situations 
0,My website Racial Observer offers many free ebooks and you can check out our hardcover and paperback catalog at Racial Observer Books
0,Around 5  of Estonians singing on one stage 
0,All that the DNA test will prove is that you are still a mongrel 
0,Alley mills spring is an artists dream area 
0,I grew up outside of crAKRON  a small version of Cleveland  
0,Norske Legion  Norway   Oi 
0,The first and most absolute priority is maintaining core body temperature  a 100 bucks will do that 
0,Greeneville TN Homes and Land
0,I always thought it was be fun to put on a minstrel show  a little entertainment showing things how theyreally are without blackjewfag involvment   if it ever gets put together i ll be sure to tape and and pass it around for all to enjoy
0,I dont watch TV other than to watch sport  Rugby  Soccer and CVricket  and occasionally a movie  i d probally watct more than 5 hours a week though 
0,My son is 3 years old and I have started homeschooling for himFew weeks back i was wondering whether i should let him go to a Public school or do home schooling but decided to go for home schooling and now he is enjoying 
0,It IS our business when you are making territorial claims on Bulgarian land and claiming a part of Bulgarian history as yours 
1,Your allwhite nation is a fraud 
0,Just saw an video that i would share with you guys YouTube   WHITE GENOCIDE IN AFRICA  THE BEGINNING OF THE END 
0,Drop me a line 
0,If its a non white they cover it up 
0,Predictions have been forecast at around 20602090 
0,You ll never build it 
0,From The Telegraf Judge and clerk shot dead in Belgian court  Telegraph New information says that the assailant is NOT an albanian  but an homeles iranian  source
0,We would go to the range  rifle and pistol  once each week 
1,I got sloppy seconds after some Muslims used this girl 
0,The reason for this persecution 
0,This was before I ever became WN 
0,Fox news reported last night that this beast was caught eating parts of this young man when the police got onto the bus to apprehend him 
0,Who said those were Jews from Israel on that chart 
0,Somene was telling me somewhere that he has put in a claim about having been abused in an orphanage by one of the religious orders 
0,I got the book in a box with others for  100 I never knew anything about free masons until I read this book 
0,RiceArrives in Lithuania for NATO Talks Go Home to Africa  Condoleeza Rice 
1,my kids want to hang around and bring a couple of nigs into the house if i dosome members of my family will blank meif i dont allow it the kids themselves will blank me for a while  so either way i cant win
1,So racial preservation is the basis for white nationalism and white nationalism is the method with which we want to preserve our race 
0,My translation offer stands 
0,Relatively new band from Finland and all lyrics in suomi 
0,Over the years  he succeeded in Verl  where he has lived since his marriage under the name Marco B  maintain a bourgeois facade 
0,Shannon county is famous for its wild horses and the whole area is timbered and rugged 
0,And the guard said with an equally straight face   Oh  eh  that s up on the seventh floor   dot  dot dot  
0,Would the gentleman kindly tell us  can wogs be Irish 
0,I know I keep hoping I wake up one day and this multiracial hell Canada was all just a terrible nightmare  but it never happens 
0,I m 16yrs old and the only person in my family who seems to believe in preservation of our race 
0,What do you all think 
0,unfortunately chicago doesnt prove this  we need to send them all to the poles we could make better use of africa
0,Ya I saw that and laughed myself sick over it 
1,Irish There is nothing wrong with being polite 
0,Trudeau Senior got us into that mess 
0,Getting someone else to do our dirty work got us into the mess we are in today 
0,Before I became a skingirl and before I let my hair grow once again 
1,Im looking forward to seeing the western media s apartheid twist on this story whilst they ignore the racist pension and land reform and genocide 
0,I am not very well read when it comes to Fascism and was led to believe that theydhave eschewed any nonEuropean culture or influence 
1,The have no concept of honour or of having respect for the feelings of others 
0,John Taylor Gatto  01 The Elite Private Boarding Schools  ive tried everything to get this YouTube video to imbed in this post 
0,I have no idea how to do it 
0,Show me the bones 
0,Where are all the bones  actually I haventseen or read anything on holycost in the msm lately what s up 
0,Shows me that you ve probably never trained in jiujitsu 
1,None of its takedowns or submission holds rely on brute strength  but instead on superb technique 
0,Ha Ha Ha Ha in England it would go as follows  Water Pistol Water Pistol Water Pistol Water Pistol Water Pistol
0,Thank you for this post 
1,I was aware of events but not in such detail 
0,Rest in peace Herr Hess 
0,Brave  brave man 
0,sure I will take note but I will continue to point out how you refuse to disclose any info that may give away your position on topics relating to WN 
0,Truth is welcome who ever speaks it 
0,Egyptian TV Host  The Jews Are Using the Holocaust to Suck the Blood of the Germans  YouTube
0,A group of American men in the late 1700s decided they could defend themselves against the government of England  but it was illegal to do so 
0,I wish theydall bugger off back to the Sudan  Nigeria  Ethiopia or where ever the hell it is theyre from and never come back 
0,theyre a waste of space and theyre filthy  tax payer robbing  mentally challenged  primitive  unintelligent cultural trash 
0,Leaves eyesLiv Kristine  Theater of Tragedy She is Norwegian and her husband I think is German 
0,I know they live in Germany 
0,And they are both singers in Leaves Eyes 
0,I love her voice 
0,Pick a few  you ll see what I mean 
0,She and Tarja  old singer from Nightwish  are my top two favorite clean female vocals 
0,I listen to a lot of metal so  yeah  we call this  clean  lol 
0,Looked it up on amazon 
0,They do sell it and it may be needed one day 
0,May have to get some one day 
0,I am currently attending high school 
0,Ha I was just on there  stopped reading it to come on here and this was the first thing I saw 
0,Definitely going to do that 
0,I hope they dont conflict 
0,I hope people can pass out candy while watching that game 
0,What time is the game 
0,Thats an absolute shame that they have to remove the bodies of Hitler s parents 
0,Is it out of fear 
0,Or just plain hatred  whatever it is it is a terrible thing to do 
0,Do a search of the site and you ll find lots 
0,Researching your topic and facts is as important as compsing your essay 
0,Go for it  I was out of high school for nine years before I went back to school to get my bachelors in graphic arts and 3D design 
0,Although I work freelance  the degree keeps the door open for me to work for a firm if I choose to 
0,What was the condition of the White Western World the day before Hitler s stupid war and what is the condition today 
0,haha well theyrequire a certain physical ed requirement at my school to be given a bachelor s degree 
0,So i have 2 units left  and football is a 3 unit pe course so its in the bag ps thank you everybody i appreciate the kind words
0,Most Nationalists here at Stormfront side with the Axis being they were Nationalists as well whereas the Allied nations were all in some form cultural Marxists 
0,Burger King was next up 
0,There s no effin way I would send a child to public school 
0,I dont even watch TV anymore  the constant antiWhite bias just made it completely not worth my while 
0,Sabotaging the system is a good idea 
0,Without explicitly lying  you could claim  other   europid  or  two or more   nordid  atlantid  dinarid and so on  races 
0,I remember months ago there was a thread with a complaint about a classmate who wrongfully claimed to be hispanic  just in order to receive affirmative action benefits 
0,In two years I will have a BS in Medical Technology 
0,I plan to work donig that for a few years then its off to med school 
1,I would also tell you to hang in there 
0,I have a lot of respect for teachers because I know I couldnt do it in these times 
0,Some of the things I have heard about teachers having to put up with is insane 
0,No judge or government has the right in my opinion to tell parents how to raise their kids  any home school has to be better than having your kids endure a public school brainwashing any day 
0,Here is the new link to the Youth Corps Page 
0,The Knights Of The Ku Klux Klan Youth Corps Just click on these words in Red 
0,Holocaust is a Holohoax 
0,So how do you explain America s being behind almost every industrialized nation in the world when it comes to education 
0,Yeah sad to see people like that 
0,My mother was a teacher and a fair while back thought colored folks were wonderful misunderstood creatures but after teaching a majority non white class for a couple of years she no longer thinks they are all that great
0,Is this board game only Germanic mythology 
0,That s great for our Germanic youth but if you want to include all of our youth thats cutting it a bitshort isntit 
0,I just called her and told her next time to save it and come to me  from there we can go to my attorney and see if there is anything we can do to stir the pot 
0,If they ever accept that there are mental differences between the races they will be putting the first shovelful of dirt into the grave of multiculturism 
0,Also every other multi they are trying to force upon us 
0,It will be like letting everyone they persucuted for speaking the truth spit into their faces and say   I told you so  
0,Lets hope the nearly allWhite Gold Medal US Women s Soccer team gets into the spirit too 
1,The Silver Medal Women s US Softball team is probably all dykes considering how much dykes like softball 
0,We need a JT Ready on the California Border 
0,Video Shows How Mexicans Beat a 20Foot Fence on California Border  True Crime Report
0,I think girls go to clubs to meet guys cause there are so many guys there it makes it easier to meet some one atleast thats what i have been told im not into the dancing they do 
0,Had a run in with a JAP tonight 
0,I seriously hope she dies in a fire one day 
0,That is all 
0,I feel very sorry for the families of such Jews as Art Katz because he would preach to them over and over again about how Jesus died for the Jew first while at the same time shoving his nonJewish wife into their faces 
0,And then he had the nerve to preach about antiSemitism from the pulpit 
0,The struggle is about race not culture 
0,The last thing we need is to stop calling things for their name and to look like cowardly old school nationalists 
0,Do you mean this one 
1,You can have it completely for free 
0,BLOOD PASSOVER COMPLETE ENGLISH TEXT The whole English text of  Bloody Passover  is online at this URL  
0,I dont see it 
0,I see instead large scale riots along ethnic lines  quickly started  quickly suppressed and marital law instilled 
0,did Hitler not have a policy that only those with blue eyes would have lived  brown hair was acceptable  only with blue eyes 
1,Nothing is EVER as itseems to be 
0,We are always taken by surprise when something happens that we did not foresee 
0,Of all people  the Germans have learned this lesson best  I think 
0,Indeed they are  and if one doesntstop for a moment to consider the implications of that  they dont see the obvious contraction in terms 
0,It tells you that the grand wizards in the oil kingdom are playing these folks for fools to help line their own pockets  and sadly  theyre succeeding 
0,No the picture thread took care of that 
0,I just want to see all the styles of clothes  how they wear them  etc 
0,Dont even have to include a face 
0,How about telling them that you would gladly give the United States back to the Native Americans as long as White people got all of Europe back 
1,Thank you to all the people who ve responded here  and to those of you who ve sent me PM s about it 
0,Youre all a lovely bunch of people and I thank you for your concern I am at the moment insisting on being driven 
0,Washington State University  WSU  
0,Very good school with alot of whites  very few hispanics and very few blacks but many asians 
1,If you can stand asians then you would find the school to be a breath of fresh air 
0,I bet they wouldnt have done that crap to a black person that had black power or those black fists that the panthers use written on his back pack 
0,or say sentences with a swear word in between each word except to music  or go to jail ur whole life
0,If you are a skinhead then by definition you must have your head shaved because if you dont you re not a skinhead 
0,Skins have a reason to shave their heads see As a normal white nationalist there is no reason for you to have your head shaved 
0,Our ancestors didnt walk around bald so why should you 
0,Nope prisoner means that you belive in wp and try to dress as much like one but cannot due to parents or your job 
0,Mine being the first 
0,I saw AHX for the first time the other day and I would not say its Pro Aryan 
1,For a start  the main character has a change of heart 
0,I prefer classical music and marching band works  particularly the kind of score that was written for marching band  not some pop song transcribed to be played by instruments 
0,And when it comes to classical music  I like it powerful 
0,A friend brought a small little finger nail cleaning knife to school  a teacher found out  and he got expelled 
0,This is why I need something else then that 
0,Yes that game is pretty good its truly 100  negroid killing action aka mini RAHOWA But i would like to see a expansion set of it  next mission in harlem  laugh that would be perfect then 
1,If you were smart you wouldnt create a white pride school group  take it from someone who has been through it 
0,If anything racial happens  you will be pinpointed 
0,Just my 2 cents 
1,got myself a pair of burgundy 8 hole grindres on a low sole they kick as as far as I am concernd thats all I need
0,I like husband in a decent pair of jeans  a well fitting shirt  and a pair of boots 
0,Face shaved and moustache trimmed 
0,Hair freshly cut 
0,thanks and i will continue to come back does anyone know of some good bands to listen too  i got several at the moment that i really like but it would be good to have some more   casper
0,I have realized while on stormfront  that my idea of what white looks like is flawed 
0,Yet if the thugs had of actually robbed the store and injured or killed your friend  it would not be classified as a hate crime would it 
1,I joined the Marines 
0,I ll be leaving for basic pretty soon 
0,it is better with a shaved headA friend of mine was beaten really bad a year ago because they could have pulled him by his hair 
0,miscegination is a killer for all races it destroys perfectly good DNA  even nonwhite DNA we might need our diversity some day to save an entire species it would be a shame if that DNA was destroyed becasue of some leftist ideal bullsnot
0,Hell i tend to not give a tinker s darn if my friends  ocasionally  smoke weed 
0,Just lay of the crack and ecstasy 
0,Stay White  Stay Healthy For The Fight
1,if he s a coke addict  try to find out where he gets the coke from and rat him out  you will be a hero and can have your own party while all the nigs are behind bars
0,Well you should 
0,The strength of our race is in the depth of love and care itshows to its own people 
0,Hello I m Mike  ive been reading these board for some time now and finally got around to registering 
0,I live in Georgia  namely the metroAtlanta area so naturally im surrounded by monkeys 
0,Im not sure of a site but those stats are from  The Color Of Crime  book 
0,If u search on yahoo  yajew  you can find it 
1,I hope Labrat can get it back  I liked the site 
0,Never mind post 
1,Site is back on line 
1,Did anyone realize what I said in my post about my daddy shooting me with my hand on the dial of a MTV station was a JOKE  88 Crissy
0,hi school is a zoo and suck i hate my school to but white trash is some one who is a race mixers or a white power at all times
0,Show us that your proud to be white  not black 
0,The last thing we need is for whites to start talking ebonics 
0,Seig Heil  Andrew
0,Im not sure if you all have heard of this before or not but the other day my friend told me that he heard soon the government will require us to have an ID chip put under our skin on our hand 
0,I think this would just be a tighter grip the ZOG would have on us 
0,Well I dont have very specific life plans like aclemfaalthat replied BUT I do have goals  1 
0,Learn how to swim  2 
0,Graduate from College  2 years left woo hoo   3 
0,Join the Air Force  Something I have in common with aclemfaal  small world  4 
0,Travel through the USA 5 
0,Travel abroad  Something I have never done   5 
0,THEN later on  IF I find my soul mate  marry and have a family 
0,Of course  none of this is set in stone 
0,But there are so many things I want to do and seeI want to live my life to its fullest 
0,I guess it makes sense for them  but they will eventually have to decide whether Jesus was Black or Christianity is false  from their perspective both cant be true 
0,That was my conclusion 
0,This is a new version that has not been available before now 
0,New Intro  music leads in and out 
0,Please keep seeding 
0,Best to All 
0,Dr Duke  if we are ever able to form a white nation  God willing we will  I hope you will become our president 
1,NOW  some crap I have not seen before is the displays of passover crap in the stores before 
0,FL that s an old photo of last year 
0,They were praying for rain 
0,Coming out of the worst drought the country ever seen we must all thank God for the rain He send 
0,Our dams are overflowing except for the Cape 
1,Clearly there is a need for more alternative media in this country 
0,Why not start one yourselves 
0,Seems like a great idea to promote our cause 
0,These are the kind of stories that most of the time come out of India and Pakistan 
0,God knows what would come out of Africa if only blacks could come up with investigative journalism 
1,We have a little piece of legislation called the Prohibition of Foreign Military Assistance Act This prohibits mercs from operating in South Africa on pain of five years of hell in a kaffer jail 
0,I think he had a near death experience and saw where he is going and now he s clinging to life with desperate tenacity
0,Food and water will obviously be very important  and the means to defend it What a defense force  they are all haunted  say hi to Casper in Upington  what a good soul
0,Im glad you can walk in those things 
0,Last time I wore something even half that high I nearly broke my ankle and my neck 
0,Heres a site that compiles news articles of white crime and degeneracy 
0,I suppose its their version of SF s News and Articles forum 
0,That is the very definition of genocide 
0,isntit interesting how genocide is a crime until it happens to Europeans 
0,Rhodine van der Walt was shot and killed in her home in Kempton Park on Saturday night  1 Feb 2014 by blacks 
0,It is in the nature of Jews to desecrate traditions of all sorts and push our women to make fools of themselves 
1,A good to start with one is Prodigal Genius written by John J O Neill 
0,It can be read online here 
0,I wonder if Eddie has security guards present during his concerts or if he just relies on the overwhelming good will of the universe to keep him safe from the thousands upon thousands of screaming fans 
1,A has been from a genre called  grunge rock  AKA sheety music popular around 20 years ago I didnt like them then and now  same consensus Pearl Jam  Jeremy  YouTube
0,At the beginning of the movie they show that huge group mating scene where they line up the men and women 
0,I think  Liberals  would promote that type of mating because only randomness in your line determines your mate and not any other factor 
0,I will at least never willingly pay to see this propaganda  maybe just watch it for free to show the influence the jews have got in the white genocide to people 
0,So then what caused the booms and busts BEFORE the FED was put into place and we had a bimetallic based money 
0,I want to know what there is to  investigate  since no crime was committed 
1,The Negro PreAdamite beast girl complains that this somehow mysteriously  targets  her 
1,If your house door was locked  but at midnight your neighbor opened the door for some muslims to come inside and take your stuff  rape your wife and beat you nearly to death  would you still think your neighbor was a nice guy 
1,Pretty soon  there s not going to be anywhere left to run 
0,I guess whites will either have to start fighting back or be slowly exterminated 
0,I dont watch any movie that is made for blacks or has a black in the lead roll and I cant find humor in the black race with all of the crime they comit against the white man  to hell with them 
0,I cant stand this guy and hate it when i meet whites and they say how funny they think he is ok take away the anti white jokes for a minute the guy just aint funny at all it just blows my mind how they have some talentless black fool in films but you will never see a untalented white basketball player 
0,In this newest video I am posting it is relevant to this particular thread at 3  55 mark  though I suggest watching the WHOLE THING 
0,YouTube  Multicultural Enrichment  stop violence  
0,Remember people it is our DUTY to spread Dr Dukes excellent videos far and wide 
0,There is no time like the present 
0,I think its time for some old west justice  like takin  these two sombitches out and  well  I think you get my point 
1,We have two things wrong here  Mexcicans in a White homeland and a Pizza company sending a female in harms way 
0,I read in the paper today that they are  concidering  hate crime charges 
0,I would love to ask  whats to concider  
0,Maybe they are unionized 
0,Maybe they are not so uneducated and knows about their fate 
0,Is it in your job contract to go to death to save the World 
0,It makes me laugh every time the liberals complain about mugabe s failed state  as their the very people who helped create it 
1,Good going libtards  you ruined Rhodesia 
0,Wonder if food stamps would cover st for them in America and we could not have a food shortage of real food 
0,I was up late watching tv and there it was on CNN  Click on the link Video  Breaking News Videos from CNNcom
0,At this point I will assume the media is lying about everything other than a Negro being arrested for his murder 
0,Watch for child and interracial porn to be found among the ashes 
1,Lets hope he s right  and that the heads of the Marxist elites currently ruling Europe start to roll 
0,its time to sharpen long knives 
0,I wonder if this guy still thinks the Jews are a good thing after the Jews just tried to start a war between NATO and Russia 
0,The billboards around town speak volumes 
0,The white candidates for sheriff dont show their picture 
0,The black candidates proudly show their picture 
0,There s one billboard that has the candidate  two black supporters  and Congressman Steve Cohen 
0,Cohen is shameless 
0,The black churches show all black faces on their billboards 
0,The white churches  billboards look like lunch break at the UN 
0,There s one up now for what used to be a white church that shows two couples  whiteAsian  and WhiteMexican 
0,They will never acknowledge it no matter how much proof you have 
1,In school they teach that if it makes black people look bad  then it didnt happen 
0,Has anyone been able to locate a clip or photgraph of the father 
0,I asked for this on another thread  but was subjected to untelling rudeness 
0,I can honestly say that I have smoked weed and drank as a kid with many groups of WHITE guys and nothing like this EVER came close to happening 
0,But I guess if something like this would have happened it would ve been my fault right  
0,The filthy ape gave the horse an infection 
0,These  black people  have the nerve to call themselves human  
0,This article should reinforce in our minds WHAT we are dealing with 
0,In our area  they ve pretty much stopped showing mug shots of Negroes like this  Whites have to go on the names to figure it out 
0,You make itsound so romantic  more like a bunch of sickos sacrificing a child in pennance for the sins they have commited over the last year so they can start a new year of muder and robbery with a clean conscience 
0,They gave the guy who posted that video some trouble  didnt they 
0,Not one of them answered him properly 
0,Even the forum of Local Government Ombudsman Watch are frightened to talk about the video 
0,Look how they try to silence then refuse to speak to a new member who posted it in innocence 
0,Theres something so gross and such an assault on the senses as the sound of an European romance language coming from the mouths of savages   
0,Im sure their failure to dig simple bloody pits for their ordure is our fault somehow 
0,Maybe the ghost of King Leopold nicked all their shovels 
0,My dads good friend left for Sudan about a week ago for a Bonb Disposal company on a three month assigment 
0,Oh yes they will skin us alive if given the chance 
0,I wonder if they ll do the same with the juden 
0,This is a good answer  and I d like to hear your thoughts on the black music  likable black guy scenarios 
0,On that momentous day  this December 2012  IMPERIUM EUROPA WAS LAUNCHED On The Sacred Island of Melita  At a Sacred Space  a Sacred Site  a Solar Temple  PreChristian  thousands of years old High ground greeting the Rising Sun Mystical Aura 
1,12 kindred Spirits  the best of the White Race  convened with unity of purpose  saving The Sacred Gene Pool 
0,A Spiritual Transfiguration that will change Everything 
0,Formed aeons ago  as a vaporous state  HESHE 
0,Gradually morphed into a Biological Aristocracy  Europids  The Sons of the Aryan God 
1,In Eternal Combat with that Satanic Spirit  The physical incarnation  creation of the Demiurge  The Jews 
0,A Glorious Future for us Europids  is now ushered  Kritayuga  The Golden Dawn 
0,Lords of the Planet  the Solar System and the Beyond 
0,Hail The Imperium 
0,Hail Imperium Europae 
0,Hail The White Race  26122012 New Right Conference  London 2012  YouTube
0,The French and Russians should speak their own native languages  but French and Russian schoolchildren should learn German at school instead of English 
0,Very good I like this WE all play a role as part of the White nation 
0,If we dont band together as is lost let every white play his role in the big picture 
0,I recently bought a book from here and it was very fast shipping and great quality 
0,its a nationalist site as well  maybe give them a try 
0,Invictus Press Home Page
0,because they deserve at least a taste of it for helping the white liberals and Jews push it on us I dont think we should allow it to destroy them though 
0,This is why libtards and Jews call us white supremacists and get away with it 
0,White nationalism is not about superiority  its about the 14 words 
0,No wonder Black dudes go for White chicks  they only have to punch them a few times to knock them out 
0,With Black girls it takes a baseball bat  who carries a muff in baseball bat on a date 
1,Dr Duke really drives into the nerve center of communism in this video clip 
0,It is just outstanding 
0,Has anyone watched the Vice Channel s guide to Liberia 
0,Check out the whole series 
0,The Vice Guide To Travel  Liberia  Part 1 YouTube
0,Put that fat Black idiot to work and she would nt be smirking at Whitey and playing stupid for the camera at her welfare review hearing 
0,Better yet  make her the poster child for Black Resettlement  Spending her days digging for grub worm dinners would actually be good for her 
0,YouTube  Black guy throws baby into traffic YouTube  White girl gets beat up by black girls in front of the bar YouTube  African American flash mobs terrorize Philadelphia yet again YouTube  6 Black Women beat latino girl for bad karoke
0,The kind of savagery against females that has become expected from negroids in todays society 
1,YouTube  Authorities release video of detention officer assaulting EDIT  I actually thought the attacker was a male negroid until I just read a report on it on New Nation News 
1,The goal should be to run them the hell out of the country 
0,OSLO TURNING INTO A MAJOR CRIMINAL MUSLIM MECCA
0,If Jews are also apart of the minority group  then doesntthat make Tim Wise s book   White Like Me  moot 
0,Dr William Pierce 
0,Dreaming of a Future World  Full Version   YouTube Dr William Pierce 
0,Vision of a Future World Pt 2 of 2  YouTube
1,Excellent book I have read itseveral times and after reading this thread I think I will read it once again its well written and a good introduction into what is happening to our peopleGod Bless David Duke 
0,I was really worried about this one because I thought a bunch of groids were going to hop out of the cars signifying the town to get so excited and the women to remove clothing 
0,Texas Marine dies defending his wife in French Quarter He was fatally stabbed after a formal Marine Corps ball Marines mourn sergeant stabbed in French Quarter  National  Chroncom  Houston Chronicle
0,My Spanish teacher told us Hispanic just means Spanish speaking  and she is white so i dont know why she would lie about it 
0,But maybe she was just mistaken 
0,There is nothing I would love to see more than the arrest  trial and execution of these murderous and genocidal Zionists 
0,Who says this is an undeclared war 
0,I think the statistics speaks declaration 
0,Please watch your six brothers and sisters we are all targets to some degree 
0,you could easily describe democracy as the destruction of the whites at least national socialism cared about its own people rather than others 
0,I never came to this sight trying to create a disturbance 
0,ive only recently came to new conclusions  or found old ones 
0,Im 22 years of age and I plan to have 34 kids but I dont feel I can be a father now  I will start have my kids around age 27 
0,According to the 2005 Census Data from HERE  NonHispanic Whites  668  Hispanics  145  Blacks  119  Asians  43  American Indians  07  Pacific Islander  01  Other  03  Multiracial  14  Total  100 
0,It used to be the churches in your own community would take care of people facing hard times 
0,The churches also used to operate hospitals 
0,May I ask  how then do you describe a typical Georgian appearance 
1,Are the inhabitants of this village perhaps not ethnic Georgians 
0,Rusya is typical Hutsul s girl 
0,In Galicia  Bukovina  in Moldova  Romania  in Balkans  Greece we can see many people looks like her 
0,I dont think she is mongoloid  but its big question if she s White 
0, Sorry for bad English 
0,Belfry Country House Skatingrink Country House  detail Country House  by Kuzmin Country house  by Lygin
0,This boy is not tatarlooking 
0,I know  how Tatars look like  I see them almost every day on the streets 
0,He is not nordic of course  but he is white 
0,Whiter than Armenians for sure 
0,I was realistic in the first post on this thread  page1   now this  this is the sexy part of our country 
0,Ive seen some other nationalities ones in the world as well 
0,For most of them its call of their own soul and not economical mean only
0,But the worst thing is the americans and the britons wants yet to make see Basayev like a freedom hero 
0,As i always said before  there is just too much animosity over the last 200 years for that to occur 
0,They are of Mediterranean type  its normal because of the temperature to have darker pigmentation  than fellow whites from western and northern Europe 
0,It is amazing to watch the newscasters report on all these cases  yet never make a connection 
0,Two days  two perps killed 
0,This one is within jogging distance  Police Shoot  Kill NY Fugitive In Jax Man Shot Several Times In Hail Of Gunfire POSTED  Friday  February 11  2011 JACKSONVILLE  Fla
0, A man wanted for attempted murder in New York City was killed Friday afternoon in an exchange of gunfire with officers with a fugitive task force who had gone to a Regency Squarearea apartment to arrest him 
1,The US Marshals Service said Barion A Blake was killed about 12  30 pm at The Colonnade at Regency apartments in the 900 block of Monument Road 
0, The case against the Elmira man accused of strangling and stabbing his pregnant exgirlfriend moved one step forward Friday morning 
0,Loved ones stood together at Chemung County Court to watch 35 year old Arteamus Wells appear before Judge James Hayden 
0,Wells is accused of killing 19 year old Erin Jade Smith on December 6  2010 
0,Man Accused of Murder Back in Court  WETM 18 Online Erin Jade Smith Obituary  View Erin Smith s Obituary by StarGazette Assumed Deceased  Danielle BrownFL02052010
0,Africa is a hole area of natural resources and only made mud huts from it  what wild life are able to make even better huts ie birds
0,for all of you serbian chetniks with german soldiers during ww2 so stop telling lies that all serbians chetniks was against nazis german soldiers
0, A Memphis teen is behind bars  charged with kidnapping and raping a 15 year old girl 
0,Police say 19year old Tyrus Shields threatened the victim with a knife on October 21st  then assaulted the girl twice 
0,Memphis Teen Charged with Rape  My Fox Memphis  Fox 13 News
0,Killer of woman  child in Oak Cliff gets death penalty  News for Dallas  Texas  Dallas Morning News  DallasFort Worth Crime News  DallasFort Worth News
0,It is a good language to learn and is related to all other Slavic languages 
0,Slavic peoples make up some 34  of European population 
0,Yeah Swamp soccer is the real sport  beer  naked men  men in flower dresses Actually  I was planning to attend with a girl team one year  unfortunately it didnt happen YouTube  Swamp Soccer  Finland
0,Another example of affirmative action gone bad 
0,June 6  2010 6  20 pm EDT See full article  Mississippi man faces sixth capital murder trial in 1996 shootings  CNNcom
0,Exposed man charged with risk of injury Found with child in car Just another day in da hood 
0,Oh yeah  no mugshot picture on the page of course  you have to watch the video report to find out it was yet another case of TNB 
