label,text
0,  Let  s order a pizza to be delivered where we are and then try to assault the driver   no one will know how to catch us    
0,  Nice to know that are still a few men out there who    have a pair       
0,  Your courage and honestly are apprecated    
0,  Jesus Christ is Lord indeed    
0,  Y  all have a nice day    
1,  I suppose the concept of a male cow and a female cow producing MORE cows   and the repeating process is too much for them to understand    
1,  May they all get mad cow disease    
0,  The sooner the better    
0,  Yeah  but no one will ever hear of this    
0,  Instead we are left to shed a tear for the black kids killed in a church bombing    years ago    
0,  That s all I needed to hear    
0,    Unsubscribed   Off to the SA threads    
0,  There are White folks that require a little of our time    
0,  I guess Mr  Pena forgot about the black speed skater who won the gold and is being glorified on NBC every   minutes    
0,  I m sad to find this out right now but I  m also sorry to inform you that Kevin was killed several years ago    
0,  http   www visioncircle org archive        html  
0,  I m having a hard time believing this    
0,  I have   friends in CS and neither has EVER worked with a black    
0,  All their coworkers are white   NE asian or indian paki   except one guy worked with a mestizo for a few weeks on a project    
0,  Hundreds of people   but no blacks    
0,  I also attended a Masters PhD graduation ceremony at a major state university a few years ago   none of the CS degrees were awarded to blacks    a couple computer degrees went to blacks   but they were in IT with a focus on internet marketing web commerce   So where are all these black computer geniuses hiding    
0,  Over and over   you hear about home schooled kids beating out public school kids for spelling bees    
0,  Unfortunately   there are some poor White families where both parents work    
0,  Perhaps if a school district has only a few White families left   they could get together and each parent could teach the kids one day per week    
0,  The parents who could n t teach on weekdays could teach on Saturday    
0,  That was me    
0,  I have no intention of ever setting foot in Mexico so I  ll have to take your word for it    
0,  Excellent Article              Why Were n t They In Jail    
0,  Three of the four suspects in the death of a    year old Moore County girl were repeat offenders   free on probation    
0,  Steve Reed Reporter Three of the suspects charged with the murder of a    year old Moore County girl were given suspended sentences for other crimes and were free on probation at the time of her slaying    
0,  Perry Ross Schiro        of Harnett County was charged yesterday with murder in the Sept     shooting death of Emily Elizabeth Haddock    
0,  He is the fourth suspect to be charged with her murder    
0,  Also charged are Sherrod Nicholas Harrison        Michael Graham Currie        and Van Roger Smith        all of Cameron in Harnett County    
0,  Two of the suspects   Mr  Harrison and Mr  Currie   were repeat probation violators    
0,  Only Mr  Smith had no prior criminal record    
0,  Mr  Schiro   the latest suspect to be charged in the killing   was arrested when a     caliber handgun   possibly the murder weapon   was found in his car    
0,  He was also charged with burglary   larceny and possession of stolen property    
0,  All four suspects are being held without bond in the Moore County Jail    
0,  The Rest Of The Story  
1,  Nevermind  found the new page Knew it had to be a groid      any report of rape    
0,  Surprised it came back so fast      
0,  http   www wral com news local story           
0,  Obama has membership in Prince Hall   for blacks   lodge and will become the next president   according to this guy     youtube   http   www youtube com watch   v     nLfRsReGII   Zagami    youtube    
1,  they act as if negros with aids should have the right to reproduce when they will die off and have no way to take care of the kid I cant believe that they are doing this by the millions its crazy  
0,  Good   
1,  I hope they all starve    
1,  No white person should send a single penny or lift a single finger to help them    
1,  He s a retarded feral negro   yes   feral humans who cannot talk occasionally pop up   having been abandoned as children       
1,  He walks upright   and has human arms and legs    
1,  I  ve seen negroes who look   and undoubtedly act   like him    
0,  http   www occultopedia com f feral children htmhttp   www ling lancs ac uk chimp la   E   kamala htmhttp   www occultopedia com w wildpeter htm Aragorn  
0,  Again  every time I will see filthy comment about Georgia without providing any facts   I will respond    
1,  I will respond until Armenian scum will stop  
0,  The reason large white families were encouraged those days was to build up the population of white Germans   which were ravaged by the jewish attacks at them during WW  and in hyperinflation       s    
0,  I see a nation where I can walk out my front door and not feel like a minority in my own country    
1,  Where a white woman can go about in public and not fear assault by muds    
0,  No  I see that as giving up    
0,  I hope one day to proudly say again that I am an American   when we take this country back    
0,  BTL  
0,  OK  I have been through some of the other threads on this section about NS and watched a few videos on YT    
0,  It has obviously been misunderstood and i would been keen to learn more    
1,  I retract   always      Always because an animal lacks the skills to properly raise a   half   human child    
0,  I apologize for my ignorance    
0,  Baby steps    
0,  I do n t think anyone is insinuating that we are equal to non whites   or that we would ignore white nations    
1,  When most whites today have so much white guilt laid upon them that they feel they have to act black or have sexual relations and children with blacks just to be accepted there is a problem with the white race memo    
0,  These people have no idea about who they are or where they came from and any knowledge that they do have has guilt attached to it    
0,  If whites did have some knowledge and a little more recognition was put out there I think most of them would feel a little more pride of who they are and stick to the white race    
1,  There should not be problems between the different classes inside the race white since we are all whites they should be joined to fight against non whites they are our enemies    
0,  If a person is white and he is a Christian or a Pagan then i consider him as my brother or sister no matter whatever profession he is into    
0,  Can you give any examples of progress made by skinheads or the Klan    
0,  Seems to me they are in precipitous decline    
0,  Ive been around here for four years and seen almost no class divide    
0,  I dont really like even talking about it   because I fear we will create a division where there is none    
1,  Black   women  on London transport      
0,  Racist woman rant in London part     YouTube ORIGINAL Racist Black Girls Fighting   South London Railway Balham to Mitcham              YouTube  
0,   QUOTE Trotis          Isn t South African chocolate made by overseas companies based in SA     British and Swiss   Would a    Mars bar    taste different made in SA compared to one in England     QUOTE   I would have thought so too   but the stuff tastes different    
0,  I think it has something to do with the type of sugar or where the sugar was originally grown    
0,  BTW   I do n t recall seeing a Mars Bar in S A    
0,  I never drink diet anything either because of the aspartame and water is for the fish    
0,  I try to avoid the GMO stuff too   but since they do n t label the stuff it  s hard to do    
0,  And then you need to avoid High Fructose Corn Syrup   bad for you and made from GM corn    
0,  You also need to avoid anything Soya    
0,  And then there is the pesticides on your fresh       fruit and veggies    
0,  And the non edible chemicals in the processed and sometimes not so processed food    
0,  In the end the only safe thing to eat is grass if you are lucky enough to have your own garden   or grow your own food if you have the space   and hope to hell the government here does n t do chemical spraying    
0,  Hell   the way we are deliberately poisoning ourselves I  m surprised we have lasted this long    
1,  If not kept in check   we may very will be living in an actual Planet of the Apes soon    
0,  YouTube      x   a   Kenya   Hacked to death by panga in front of film crew    x   c     rlm    
0,  Racist attack by blacks on a young white girl in France    
0,  Negro holding the camera laughs with glee   Dailymotion   Agression raciste contre une jeune fille blanche   France   une vid o News   Politics  
0,  What happens when Popeye  s runs out of chicken YouTube   Popeyes Freakout   Ghetto Vers    
0,          Does contain alot of profanity   so you have been forewarned    
0,  Negro rainforest    music      
0,    If you click the video   the video comments are full of self hating whites     YouTube   BAKA RAINFOREST PEOPLE YODELLERS  
0,  What the      
0,  Non Muslim Michigan High School students wear hijabs in school for class lesson to    explore religion and identity      Pamela Geller   Atlas Shrugs  
0,  I have n t been able to finish watching even one of these videos    
1,  As soon as I hear them uttering their monkey gibberish I feel like smashing my computer screen with my fist    
0,  That would be too expensive    
0,  Thanks   
0,  I hope this will catch on like the    words    
0,  If anyone wants to post it in other forums feel free to do so    
0,  It is very hard for average Whites to see their own disenfranchisement   let alone realize that it is planned    
0,  This is because much of the disenfranchisement is by way of destroying White cultural identity and pride    
0,  So contributing and participating in any way to opportunities to instill pride in White ethnic heritage and even White American ethnic heritage will go a long way in helping them recognize what is being taken away    
0,  Pffffft   
0,  Ive seen that crap too   and thought WTF    
1,  I can picture him as that baby monkey on the   save the rainforest comercial or whatever  
0,  The only thing holding us back are our traitors and the   billion anti european people of the earth that flourished on our technology    
0,  Thanks for saving the picture but the one I saw was a black guy looking at a laptop and a White girl sitting next to him   laughing and hanging on him also looking at the laptop but they did n t show what was on the laptop    
0,  They were in a living room sitting on the couch implying that they were a couple    
0,  Its really sad how so many whites just don t even care and there actually happy that this is coming to be    
0,  There s more sex and sleaze condensed on the shelves of the check out line than you  ll get in   hours of TV   and   hours of TV is lethal to your spirit    
0,  And her husband is Tom Brady   this good looking White Nordic guy   Here  s a photo of them with their   white   children    
0,  I actually celebrate Black History Month    
1,  I have a dream   one of these days Black occupation of America will be history    
1,  Pathological killers   they are    
1,  Jews have been poisoning wells since Biblical times    
1,  No wonder we are in such bad shape with this tribe in charge of the White House and Congress    
1,  The Jew represents the snake    
1,  All you need is to cut off it  s head and the rest of the problems will crumble away with ease  
1,  I hate to see such beautiful white females become victims of these sick   violent merciless animals    
1,  Separation is the only answer    
0,  White Power    
0,  White Americans and White Europeons have too few children    
0,  Other than the Amish no other group of whites have large families    
0,  Honestly the better idea is private schools for our people   the average parent is a poor teacher    
0,  The muslims have ultra strict racialist private schools the world over   why do n t whites    
1,  While they are in prison the kikes should get the same food the regular prison population gets      
1,  Who the hell cares if its not kosher      
0,  This is n t the local   diamond Hilton situated on some sunny beach      
1,  i ve felt anger when i  ve read it on forum   but we have to do our part and speaking at loud voice this fact   because   for example   i  m from europe and this fact is not pased on tv news or in the news paper     knows your enemies is the first pass for vicory on them    
0,  We dont care about Alaska while it is not white land    
1,  We are more concerned about ZOG controlling US and Russia    
1,  Why do n t White Europeans and Americans grow a set of balls   and deport these Black and brown animals from their countries    
0,  Another EuroRus update   more video and photos     gvideo   http   video google com videoplay   docid                          gvideo   A Fascinating Conversation Between Dr  Alfred Vierling   Dr  Duke    
0,  Kris Roman   Jan Kristel   Dr  Alfred Vierling   Dr  David Duke   Thiery Van Roy   Frederik Ranson   Andreas Thierry   Stephanos Gekas    
0,  Robert Steuckers and Dr  David Duke Gunther Van Den Eynde en Dr  David Duke Euro Rus         
0,  Euro Rus           For a great Europe   from Gibraltar to Vladivostok    
0,  http   www eurorus org   
0,  What would you have done instead    
0,  Ignore the genocide on Serbs   turn your back on your own people    
0,  Then you are a traitor    
0,  Ivan Ivanovich Shishkin   January           March                                    Felling of Forest        Landscape with a Lake At the Seashore          sketch   Birch Grove        View at a Neighborhood of Petersburg        Swiss Landscape        Forest on the Eve of Thunderstorm        Oak Forest in a Grey day          sketch   Swamp    
0,  Woodlands        Rain in an Oak Forest         
0,  Finns mixed with swedes and got blond hair and blue eyes   but ethnical finn look like tatar   dark hair   dark eyes   short height   round face    
0,  The reasons   Alcoholism takes around        lives every year    
0,  Aids   around       every year    
0,  Emmigration   around              per year    
0,  Heart diseases   around        per year    
0,  High mortality rate   like country is at war    
0,  Lowest birthrate in world    
0,  http   www guardian co uk russia art             html Attaboy   Putin    
0,  If I were in the audience   I  d clap till my hands were numb    
0,  That  s telling worthless s o b s like Cheney what they can do with their cheap words and crocodile tears    
0,  I have long loved Tchaikovsky ballets and Mussorgsky operas and now I enjoy Russian traditional music as well    
0,  I just bought two CD  s featuring the Russian Radio Chorus Orchestra   Orchestra Vladimir Avramow   and St  Petersburg Balaika Ensemble playing such songs as St  Petersburg   Why Should I Be Sad   Dark Night   The Long Way   Wolga   So Many Days   Nastassja   Two Guitars   Fields   Hai Da Trojka   Bandura   Tschubtschik   Troika   The Cossack   Our Little Village   Stenka Rasin   and many others    
0,  I was recently in Zaporojie   Ukraine   which has a famous Cossack enclave   where I had the opportunity to dine at a Cossack restaurant and listen to traditional Cossack music played live    
0,  Listening to this music brings back memories of all my visits to Russia and Ukraine    
0,  Oh so we cannot post on this subject because at this moment in time we are not in the same AREA as you      WHATEVER So I will wait maybe untill next spring when I go to LODZ And JP should wait untill he starts school this winter in Bratislava THEN can we post              PLEASE SIR  
0,  I keep telling people about things like this   and they never believe me    
0,  I want to show them this thread    
0,  This is great    
0,  It was until Kveldulf saw fit to open it up again with his unnecessary comments    
0,  I have to go to work now    
0,  Hispanic  A woman threw her       year old granddaughter several stories to her death from a walkway at a shopping mall http   www news jax com video          index html negro      Police arrested a    year old who they said burglarized a home over the Thanksgiving weekend    
0,  Jacksonville police said Brian Williams broke into the home on Braddock Road while the family was out of town and baked brownies   drank orange juice   surfed porn websites and loaded up the victim  s car with bottles of liquor    
0,  http   www news jax com news          detail html  
1,  SEX  MALE RACE   BLACK D O B              HEIGHT          WEIGHT       EYE   BROWN HAIR BLACK In Custody For       MISDEMEANOR COUNT OF CRIMINAL TRESPASS  ND DEG This dude looks like an olde version of Cornielious from    Planet of the Apes       
0,  LOL  
0,  You can have your site on Odins Rage but host your picture and zip files somewhere else like geocities com   cause Odins Rage doesnt give much room    
0,  Don t want to ruin the spirit of the mood   but are n t Russians for the most part Orthodox Christian   and they have a different day for Christmas    
0,  I think it is January   th or   th   not the same as us    
1,  Because the communist party was almost all jew out to kill any gentile that stood in their way or had property that the jew   communist wanted    
1,  Couple Befriend Negroid   Negroid Tries To Burn Down Couples Home   NNN Reporters Newsroom Forum Moblie Couple Says Neighbor Tried to Set Their Apartment on Fire Reported by   Irika Sargent Last Update               pm Moblie Couple Says Neighbor Tried to Set Their Apartment on Fire   Local  tv com   Mobile   Pensacola News   Entertainment   Videos   Business Search and Shopping This is what happens when you make friends with spearchuckers    
0,  http   www newnation vg forums showthread php p        Coach Accused Of Fondling Student Student  s Mother Alerts Deputies After Finding Note POSTED   Monday   March          UPDATED          am EST March                Pedophile Alert       Robert Bennett  http   www clickorlando com educatio      detail html  
0,  Just got turned on to a website from a friend of mine    
1,  Shows some interesting statistics about the jew rats      
0,  http   ifamericaknew org   
0,  It s sort of like the Black computer genius that only appears with any ubiquity on television or in the cinema    
0,  I know they  re probably out there   but I  ve never met a Black IT professional who was n t exclusively in sales    
0,  Have you ever heard about death mask of Franco    
0,  One day I have seen it on EBay   but I  m not sure about authenticity of the mask    
0,  Is this group in Sweden genuine or are they thieves who steal money but never send the goods you order    
0,  Can any Swedish comrades tell me about them    
0,  She is white but looks somewhat below average for a white Swedish girl   I think    
0,  Why do the Swedes hide their best looking females    
0,  I must just say before this thread possibly dies that I have great fear that without action the cause will die along with the rise of multiculturatism  
0,  My Norwegian uncle has been visiting   and he has shared with us some things about Christmas celebrated in Norway      
0,  Interesting    
0,  I also have been talking to a person from Denmark   and I learned about gingerbread   dancing around the tree   and the various customs of Jul   Dinner   place presents under the tree   desert   dance around tree   open presents      
0,  I found it to be pretty interesting   and I hope you all had a G delig jul    
0,  Ca n t wait until tomorrow    
0,  I had actualy written th epost for last summer but had to cancel my trip     so it is          ok every body cool     L   Shann       
0,  LOL  ok I give up I just had never heard that specific word before and it was n t in my dictionary    
0,  And since I  m not really Sture All n or Horace Engdahl I ca n t say if it  s in Svenska Akademins Ordlista    
0,  i think some of you are a bit wrong on this one since Our Race Is Our Nation when will you learn    
0,  It makes me so damn angry that the swedes ca n t see it      
1,  The blacks and browns are detroying sweden and nobody does anything about it     madex   madex   madex  
1,  The only thing manipulated here are the minds of few foreigners   who reckon they can live amongest superiour   pagan blood    
0,  What say you of Jotunheim    
0,  Do you have any figures on this    
0,  I  m pretty sure that tens of billions are sent abroad every year even though        stays in Sweden    
0,  Hmm    let  s try again   viewing by number of asylum seekers per       population    
0,  These are much more important in my estimation    
0,  For instance   the U S  lets in about         people legally every year   while Canada lets in about            
0,  However   in per capita rates   U S  legal immigration is at about   per       annually   while for Canada it  s about      
0,  Thus   shockingly   Canada may actually achieve a non white majority before the U S  does    
1,  Denmark                                                                 assuming population of     million   Good job Denmark    
0,  Let  s see it get down to zero    
0,  Norway                                                                 assuming population of     million   Sweden                                                                 assuming population of     million   Iceland is at about        
0,  Finland   however   used to be very low   but it  s now higher than Denmark and nearly as high as Norway    
0,  By per capita take ins   Norway was the worst in        but apparently the Norwegians cracked down in      and they  re now lower than Sweden  s rate    
0,  Aragorn  
0,  That is good news When i was in Norge     
0,  The only Blacks i saw were Somalies    and they  re a cross mix of Black and Arabs    
0,  No  it  s not possible    
0,  Read the earlier posts and see that there are still lots of non whites coming to Denmark    
0,  I do n t dare to look at them    
0,  You should see what my grandma  s hair looked like    years ago      
0,  Eldritch and myself went early to the harbour   but all the boats were cancelled on account of rough weather    
0,  One day   brother     one day    
0,  I ve seen on the web he is making a new horror film called    it waits    but cant find that much about it  
0,  I thought they agreed they wouldn t do the Salem march this year because his parents didn t want the media attention    
0,  Why  are you afraid that your son might come and find you drunk in a bar    years later and try to kill you or something      
0,  Damn  Finland is closing in on Sweden in this poll    
0,  But you are most welcome anyway Ugric   Warspirit    
1,  i get what your saying and there are thousands of non irish here who will never contribute anything to this land    
0,  The folk im talking about have been shoulder to shoulder with me for a long time and i will continue to show loyalty and respect to them as they have more than earned it      
1,  unless you are a tourist or here the study for a year or two please just go back Russian   we dont need or want more slavs  
1,  What a load of crap Water are ye people for real Ireland is been taken over by non Irish and this rubbish    
1,  I hate the word racist it makes people being called racist think that they are doing something wrong when they the immigrants coming here are doing something wrong  
0,  Reminds me of an old joke    
0,  Whats the difference between St  Patrcks Day   and Martin Luther King Day                               On St  Patricks day every body wishes they are Irish    
0,  Im sorry that many people in my country are stupid    
0,  They feel the need to close down a prison full of terroris   people who aided in the killing of our soldiers and scatter them all around the world                      
0,  and the Poles decide to up and leave therefore devastating the Irish economy as every man and his dog are telling us what are the potential ramifications for our welfare scrounging visitors from far ashore    
0,  No I was asking for a link for were it says their banning the celtic cross   but thanks for the link i  ll check it out    
0,  Cheers  
0,  If they have some marches and what not about showing pride in their culture you guys should go out and do the same If you could try and contact people you know in different cities and see if their willing to do the same    
0,  good luck NoRemorseNoRegrets   hopefully its good news about your job and lets hope you dont become another figure in a stat    
0,  I posted a thread in Stormfront Ireland the week before about english hooligans slashing an Irish mans throat   the thread dissappeared without explanation    
0,  A crude drawing of a swastika on a wall with spraypaint will only make neutral people associate nazi  s with common lowlife scum    
0,  Can a mod also change the thread title so it says the   th   dont want people showing up    days late  
1,  Watching those videos makes me feel like im going to explode with hatred for those creatures    
0,  A feel a mix of intense hate and depression that we have let things degenerate so far    
0,  From what I know they  re almost exclusively Nigerian asylum seekers    
0,  They have a few of their own shops   a food shop by the bus train station and a clothes shop where they sell FUBU and other assorted gangsta rap crap    
1,  This filth is a sectarian British song not an Irish folk song the sort of scum who wrote and admire this filth have no place on a WN forum yet alone an Irish forum  
0,  Thanks for that Limerickpit I have put that on my planner no doubt it will be a total destoration of the facts     
0,  During the early punk scene   he was always seen decked out in a Union flag blazer   then all a sudden   an instant nationality transplant    
0,  well done at least someone is getting off their arse and taking action rather then sitting behind a computer being a cyber warrior i hope others will follow suit  
0,  So if a fellow white man rapes my daughter or kills my brother I should let it go because he is white    
1,  Its a disgrace my sister has been on the waiting list for   years and their giving away houses to these scumbags  
0,  Most of the info on this site is out of date but it has some interesting information on the groups orgs that have come and gone over the years    
0,  http   www tau ac il Anti Semitism a      ireland htm  
0,  the younger limerick crowd say the gangs from moyross are in regular fights with the poles they go around in tens and when they meet all hell breaks lose its very like in east germany with the poles and working class irish    
0,  I was away for the weekend that is why I did get around to posting my blood group   I do n t see why I should bother anyway   BTW   I am in blood group    O     
0,  The Church of Ireland Archbishop of Dublin has called for an amnesty for immigrants who have been in Ireland for five years or more without their status being resolved    
0,  http   www thepost ie post pages p s       qqqx   asp  
0,  Thanks It may not seem like much but just puting one of those leaflets up on a noticeboard gets a lot of people talking    
0,  No it is not a joke   we have a very high standard education system here in Ireland     
0,  It is as good as anywhere in the world     
0,  Thankfully  the C W  Camp Out will go ahead this year    
0,  Unfortunately   we missed out last year but this year s occasion will definitely make up for it    
0,  Beautiful scenery   music   campfire and good   true company    
0,  Looking forward to it    
0,  Regards   Draiodoir    
0,  I read recently in cold black and white print that there was around        nigerians in Ireland     Now you say close to                
0,  Is this true    
0,  These people who want foreign aid increased are the same people who walk past irish people living rough on the streets and they do n t care about the old people who the government ignores    
0,      
0,  I had a few of the CDs and gave them all away   let me see if i can get you a copy       
0,  Don t think you supremacists would ever be able to build up the force of resistance that Irish Republicans did mate    
0,  Look on in jealousy           
0,  Lie  lie   lie      
0,  Irish men are SOOOOOOO beautiful       
0,  I love their darker hair   their skin   their eyes    
0,  They are stunning      KISS         
0,  the article says they went into mainstream schooling so i think that must have played a role in it the drugs were proscribed to them for health problems  
0,  There is an active community here   you just need to get off the net to find it    
0,  Use PM to get in touch    
0,  How could you begin to tell people that all this multi cultural stuff is wrong without being hated on by our fellow people    
0,  Yeah it was the same way when I was going to school in Calgary  the problem is they have like   kids where we only have about     children usually    
0,  Are only chapter right now is in the Fraser Valley near Vancouver but were looking to open chapters all over Canada    
0,  Some Natives were driving around in a truck a few years ago    
0,  Nothing unusual about that except it said on the back window    
0,     Work harder white boy   my brother needs a new truck       
0,  True story  
1,  put the kids in a ophanage and arrest the whore of a mother to a point of not having more biracial kids   kids have to suffer all their lives to due a whore  
0,  There are other   Games     similar to the first you described   eg       FIFA   and     The British FA         
0,  BTW Im led to believe that Football   soccer   was invented in Somalia   in about      AD    
0,  Pigs bladders were not used there   and the footballs were made from Camels doings    
0,  Like I said earlier the English have been subjected to a far worse campaign of indoctrination than the rest of us    
0,  I have to admit I do n t think I  ve ever met a Briton     and I am English   so you must know something that I do n t know       good for you    
1,  What I do know is that I live on a small Island and it seems that a lot of people from various countries in the world are willing to desert their homelands and their families just to come here   in my mind that tells me a lot about said people and their home countries   most of all it highlights their weaknesses of how their own countries have let them down and how they feel the need to feed off somebody elses country   how should we English interpret this without sounding rude       locust       parasite       you tell me    
0,  I base this post on the fact that I live a few hundred yards from the house I was born in and have never felt the desire to suck the milk from anything other than an English nipple    
0,  My Mind  s Eye   Small Faces   YouTube  
0,  I would not even use anything that man says winston churchill is the reason we are in this mess in the first place the bastard should have been shot  
0,  I think they have    
0,  I have this vision of a left christian screeching   the meek shall inherit the earth    as a member of the peaceful religion goes a chopping      humour    
0,  What do i know               
1,  Why would you want to see this pollution spread further into our gene pool    
1,  Thank the Gods she has chosen to go with her own kind    
0,  I have just followed the link for the BDP   tried to check the policies only to be shown a lot of Latin that translates as total gobbledegook    
0,  Hacked website    
0,  A happy St  David  s day to all of our Welsh compatriots    
0,  From your one time enemies   and now eternal allies   the English  
0,  today i had an assembly on diversity and how we should embrace other cultures and learn about them    
0,  Not one mention about burns night our own culture    
0,  Re  What is happening in our schools    
0,  Simple truth is that sadly they are preparing them for the only future that marxism offers    
0,  Don t be ridiculous    
0,  So you advocate independence   just to join another sovereign Nation   As Wales would be in this hypothetical scenario      
0,  Indeed   
0,  The OP has gone to sunnier climes for a couple of weeks so I  ll close this now and explain to him on his return       
0,  Don t care much for football these days and sincerely hope that the team called England get a hiding but i will be wearing my new Serbia shirt during the tournament COME ON SERBIA DO US PROUD    
0,  is anyone else fed up with people using the so called race card against you   if so   tell us about it  
0,  No I will not be buying guns and bullets    
0,  And it  s not my fault the BNP is run by a gangster    
0,  Yeah iam from Edinburgh and i when i was at secondary school my classes where full of blacks and pakis and half them could hardly speak english    
0,  i do this and the looks i get out of disgust are regular but i happily carry on walking and laugh them off   they think showing me a few pictures of negro kids on a poster without a burger is going to make me want to give money to them    
1,  ye i heard that one to  or   we all came from Africa any way so why dose it matter            my answer     we evolved to be better   
0,  yes it is dying down the only way we could beat our problem is by voting for BNP in the next election  
0,  Hello to all my friends here on the forum    
1,  Well   the warm weather is coming in and guess what   I now have to painstakingly endure all the offspring of these immigrants   Africans   foeigners   Im putting them all because there is that many of them   all playing out the front of the flats in the small garden area   screeching and shouting and their hyena pitched laughing    
0,  There is a sign up   placed by the council   stating    No Ball Games      so what are they doing   yes playing football    
0,  Playing with their scooters   bikes and other NOISY toys right outside our windows    
0,  Can hardly hear our tv    
0,  It got so bad that I literally sat outside with our dog   he was on a lead      
0,  They all p         d off and stayed up their end with that stupid look on their faces    
0,  I sat there for   minutes and then took the dog for a walk    
0,  There must have been about    of them   all black   and others coming in to join them    
0,  There was not one white child amongst them    
0,  Oh yes and to round it all off we have new neighbours moved in    
0,  Foreign of course    
0,  I had to open the landing window earlier because the stench of their cooking was overpowering    
